FID;PSID;CSID;DSID;ordid;price;quantity
11189;16;88;4098;3560;5.5;6
11190;16;75;4368;3547;5.5;4
11191;16;80;4176;3530;5.5;4
11192;16;91;4221;3523;5.5;1
11193;16;86;4312;3499;5.5;6
11194;16;86;4350;3419;5.5;6
11195;16;83;4219;3390;5.5;4
11196;16;77;4373;3345;5.5;5
11197;16;87;4339;3306;5.5;4
11198;16;84;4217;3293;5.5;1
11199;16;97;4053;3266;5.5;6
11200;16;85;4364;3255;5.5;4
11201;16;75;4368;3217;5.5;5
11202;16;83;4220;3212;5.5;1
11203;16;84;4029;3196;5.5;6
11204;16;90;4103;3179;5.5;2
11205;16;84;4338;3165;5.5;1
11206;16;86;4078;3155;5.5;1
11207;16;83;4271;3098;5.5;5
11208;16;78;4103;3057;5.5;2
11209;16;96;4270;3056;5.5;1
11210;16;79;4364;3037;5.5;4
11211;16;75;4322;3015;5.5;5
11212;16;93;4233;3008;5.5;3
11213;17;75;4088;6097;40;1
11214;17;96;4093;6094;40;3
11215;17;81;4288;6078;40;3
11216;17;82;4115;6077;40;4
11217;17;74;4092;6073;40;1
11218;17;71;4309;6036;40;6
11219;17;82;4130;6029;40;3
11220;17;83;4170;6019;40;6
11221;17;73;4334;5955;40;6
11222;17;79;4275;5944;40;4
11223;17;78;4240;5933;40;6
11224;17;79;4134;5894;40;5
11225;17;96;4308;5834;40;1
11226;17;72;4306;5824;40;5
11227;17;87;4217;5802;40;6
11228;17;75;4055;5789;40;5
11229;17;81;4108;5774;40;2
11230;17;74;4109;5771;40;4
11231;17;90;4321;5739;40;5
11232;17;72;4025;5729;40;2
11233;17;87;4317;5715;40;6
11234;17;67;4058;5704;40;2
11235;17;70;4229;5687;40;5
11236;17;81;4243;5669;40;3
11237;17;71;4274;5656;40;2
11238;17;71;4235;5640;40;6
11239;25;75;4133;3276;720;5
11240;25;68;4027;3272;720;3
11241;25;95;4290;3263;720;5
11242;25;93;4263;3220;720;6
11243;25;89;4051;3205;720;4
11244;25;79;4279;3192;720;6
11245;25;72;4204;3159;720;2
11246;25;88;4094;3124;720;5
11247;25;78;4252;3118;720;3
11248;25;77;4129;3109;720;5
11249;25;78;4035;3078;720;2
11250;25;89;4141;3075;720;1
11251;25;76;4188;3070;720;5
11252;25;78;4103;3057;720;1
11253;25;75;4322;3015;720;5
11254;25;78;4250;3005;720;2
11255;26;67;4075;6085;670;1
11256;26;80;4290;6050;670;2
11257;26;67;4208;6016;670;4
11258;26;85;4093;6011;670;1
11259;26;92;4381;6004;670;4
11260;26;79;4281;5996;670;5
11261;26;79;4056;5993;670;4
11262;26;96;4054;5925;670;4
11263;26;92;4345;5899;670;5
11264;26;71;4306;5897;670;1
11265;26;84;4033;5885;670;5
11266;26;81;4094;5869;670;6
11267;26;79;4253;5758;670;5
11268;26;89;4048;5737;670;2
11269;26;89;4134;5736;670;2
11270;26;82;4178;5735;670;6
11271;26;91;4118;5654;670;5
11272;26;87;4255;5648;670;6
11273;26;76;4199;5628;670;2
11274;26;86;4184;5603;670;2
11275;26;96;4294;5565;670;1
11276;26;74;4151;5537;670;2
11277;26;92;4208;5519;670;2
11278;26;96;4270;5491;670;6
11279;26;71;4039;5483;670;2
11280;26;97;4279;5474;670;3
11281;26;76;4108;5368;670;6
11282;26;91;4262;5358;670;4
11283;26;91;4380;5346;670;4
11284;26;85;4200;5340;670;1
11285;26;97;4174;5333;670;4
11286;26;89;4126;5322;670;3
11287;26;92;4369;5305;670;3
11288;26;87;4055;5299;670;3
11289;26;90;4172;5288;670;4
11290;26;89;4050;5280;670;6
11291;26;82;4253;5274;670;3
11292;26;74;4351;5247;670;2
11293;26;90;4287;5218;670;2
11294;26;69;4278;5194;670;3
11295;26;82;4075;5181;670;3
11296;26;77;4110;5104;670;1
11297;26;87;4066;5093;670;4
11298;26;84;4347;5088;670;3
11299;26;78;4340;5081;670;5
11300;26;90;4122;5050;670;5
11301;26;75;4322;5027;670;3
11302;26;93;4211;5014;670;3
11303;26;81;4019;4982;670;4
11304;26;73;4078;4949;670;6
11305;26;96;4029;4932;670;3
11306;26;87;4127;4929;670;3
11307;26;86;4129;4912;670;2
11308;26;97;4239;4875;670;6
11309;26;89;4227;4836;670;3
11310;26;68;4112;4828;670;1
11311;26;74;4175;4821;670;5
11312;26;82;4289;4779;670;1
11789;19;69;4162;5768;4.3;6
11790;19;81;4148;5746;4.3;6
11791;19;76;4060;5714;4.3;5
11792;19;75;4139;5693;4.3;1
11793;19;77;4107;5686;4.3;2
11794;19;70;4256;5585;4.3;5
11795;19;80;4131;5520;4.3;3
11796;19;76;4311;5489;4.3;3
11797;19;81;4233;5471;4.3;5
11798;19;73;4044;5466;4.3;2
11799;19;79;4328;5444;4.3;4
11800;19;88;4055;5443;4.3;5
11801;19;93;4289;5423;4.3;5
11802;19;91;4239;5393;4.3;4
11803;19;72;4056;5389;4.3;4
11804;19;86;4077;5359;4.3;1
11805;19;84;4201;5356;4.3;4
11806;19;87;4096;5332;4.3;3
11807;19;85;4226;5320;4.3;1
11808;19;86;4195;5302;4.3;4
11809;19;70;4021;5284;4.3;1
11810;19;96;4290;5270;4.3;1
11811;19;86;4353;5250;4.3;5
11812;19;75;4097;5242;4.3;6
11813;19;91;4198;5234;4.3;4
11814;19;77;4221;5212;4.3;3
11815;19;71;4346;5177;4.3;4
11816;19;89;4339;5155;4.3;6
11817;19;85;4027;5147;4.3;5
11818;19;85;4382;5135;4.3;3
11819;19;75;4361;5092;4.3;3
11820;19;96;4058;5063;4.3;1
11821;19;97;4192;5029;4.3;4
11822;19;79;4174;4996;4.3;4
11823;19;94;4201;4983;4.3;3
11824;19;93;4038;4966;4.3;3
11825;19;73;4078;4949;4.3;2
11826;19;88;4032;4948;4.3;3
11827;19;73;4367;4941;4.3;5
11828;19;87;4071;4931;4.3;5
11829;19;82;4235;4911;4.3;5
11830;19;92;4157;4855;4.3;6
11831;19;72;4129;4829;4.3;1
11832;19;76;4098;4824;4.3;3
11833;19;68;4131;4796;4.3;4
11834;19;91;4164;4728;4.3;1
11835;19;69;4037;4722;4.3;4
11836;19;90;4273;4668;4.3;6
11837;19;74;4191;4662;4.3;1
11838;19;72;4048;4650;4.3;6
11839;19;80;4297;4582;4.3;5
11840;19;85;4179;4550;4.3;5
11841;19;73;4091;4530;4.3;2
11842;19;72;4085;4516;4.3;4
11843;19;78;4361;4511;4.3;1
11844;19;72;4094;4466;4.3;5
11845;19;93;4176;4444;4.3;6
11846;19;83;4245;4414;4.3;6
11847;19;75;4170;4407;4.3;1
11848;19;75;4125;4404;4.3;6
11849;19;84;4059;4387;4.3;6
11850;19;87;4360;4360;4.3;1
11851;19;83;4055;4350;4.3;4
11852;19;73;4353;4339;4.3;3
11853;19;69;4231;4303;4.3;2
11854;19;78;4041;4291;4.3;5
11855;19;81;4285;4248;4.3;2
11856;19;80;4161;4234;4.3;2
11857;19;92;4252;4231;4.3;6
11858;19;71;4338;4211;4.3;6
11859;19;70;4165;4208;4.3;2
11860;19;84;4096;4128;4.3;5
11861;19;97;4161;4078;4.3;5
11862;19;77;4329;4041;4.3;2
11863;19;86;4265;3982;4.3;4
11864;19;82;4147;3966;4.3;1
11865;19;67;4311;3933;4.3;2
11866;19;95;4097;3903;4.3;6
11867;19;78;4347;3895;4.3;2
11868;19;82;4113;3872;4.3;4
11869;19;71;4102;3851;4.3;2
11870;19;69;4339;3786;4.3;5
11871;19;74;4126;3743;4.3;6
11872;19;77;4240;3721;4.3;4
11873;19;78;4250;3630;4.3;2
11874;19;94;4093;3625;4.3;4
11875;19;76;4221;3624;4.3;4
11876;19;88;4070;3596;4.3;3
11877;19;88;4156;3571;4.3;5
11878;19;84;4315;3559;4.3;2
11879;19;96;4148;3555;4.3;6
11880;19;77;4034;3539;4.3;2
11881;19;91;4221;3523;4.3;1
11882;19;85;4377;3501;4.3;2
11883;19;92;4082;3495;4.3;5
11884;19;69;4050;3477;4.3;6
11885;19;69;4330;3474;4.3;2
11886;19;77;4138;3458;4.3;6
11887;19;93;4292;3455;4.3;6
11888;19;70;4306;3338;4.3;1
11889;19;95;4272;3336;4.3;6
11890;19;92;4221;3332;4.3;1
11891;19;70;4177;3326;4.3;1
11892;19;93;4231;3317;4.3;2
11893;19;81;4278;3314;4.3;2
11894;19;91;4336;3302;4.3;1
11895;19;82;4161;3242;4.3;4
11896;19;68;4065;3130;4.3;1
11897;19;90;4218;3120;4.3;6
11898;19;92;4168;3077;4.3;2
11899;20;94;4025;6096;30;2
11900;20;71;4299;5946;30;2
11901;20;67;4095;5911;30;5
11902;20;94;4381;5883;30;4
11903;20;85;4191;5871;30;3
11904;20;78;4037;5838;30;4
11905;20;95;4141;5827;30;1
11906;20;93;4370;5823;30;6
11907;20;94;4102;5803;30;4
11908;20;76;4274;5801;30;4
11909;20;84;4307;5796;30;5
11910;20;85;4252;5764;30;5
11911;20;81;4090;5760;30;4
11912;20;84;4236;5697;30;4
11913;20;76;4082;5676;30;2
11914;20;82;4369;5664;30;2
11915;20;82;4052;5644;30;3
11916;20;74;4031;5626;30;4
11917;20;89;4231;5616;30;4
11918;20;96;4025;5530;30;6
11919;20;91;4201;5498;30;5
11920;20;81;4228;5493;30;2
11921;20;80;4077;5485;30;3
11922;20;80;4280;5442;30;1
11923;20;79;4262;5417;30;3
11924;20;72;4145;5404;30;6
11925;20;77;4057;5400;30;6
11926;20;71;4048;5354;30;1
11927;20;76;4292;5327;30;4
11928;20;94;4096;5298;30;4
11929;20;82;4089;5286;30;3
11930;20;73;4204;5269;30;1
11931;20;73;4146;5264;30;6
11932;20;77;4341;5241;30;1
11933;20;70;4233;5215;30;5
11934;20;77;4221;5212;30;6
11935;20;90;4367;5203;30;2
11936;20;73;4241;5198;30;6
11937;20;97;4364;5195;30;1
11938;20;79;4272;5133;30;5
11939;20;93;4212;5127;30;6
11940;20;82;4155;5125;30;5
11941;20;84;4347;5088;30;1
11942;20;71;4149;5068;30;3
11943;20;92;4057;5036;30;3
11944;20;84;4250;5002;30;4
11945;20;91;4316;4974;30;2
11946;20;71;4150;4959;30;1
11947;20;90;4269;4939;30;1
11948;20;96;4029;4932;30;6
11949;20;87;4127;4929;30;2
11950;20;93;4371;4922;30;2
11951;20;73;4154;4904;30;3
11952;20;75;4057;4884;30;1
11953;20;72;4271;4808;30;6
11954;20;89;4158;4759;30;3
11955;20;88;4179;4525;30;2
11956;20;73;4070;4512;30;1
11957;20;67;4279;4502;30;3
11958;20;70;4326;4473;30;6
11959;20;86;4042;4465;30;3
11960;20;85;4219;4445;30;2
11961;20;69;4297;4428;30;3
11962;20;96;4366;4418;30;6
11963;20;69;4242;4408;30;6
11964;20;74;4218;4366;30;2
11965;20;92;4307;4318;30;1
11966;20;67;4245;4283;30;2
11967;20;87;4117;4280;30;6
11968;20;89;4214;4273;30;5
11969;20;87;4074;4224;30;5
11970;20;88;4236;4184;30;6
11971;20;70;4079;4157;30;3
11972;20;92;4158;4134;30;6
11973;20;67;4061;4119;30;4
11974;20;76;4229;4102;30;4
11975;20;95;4222;4097;30;6
11976;20;71;4206;4090;30;4
11977;20;82;4115;4075;30;4
11978;20;76;4098;4071;30;6
11979;20;93;4241;4031;30;4
11980;20;80;4246;4020;30;2
11981;20;86;4344;4003;30;4
11982;20;71;4167;3915;30;5
11983;20;86;4374;3908;30;6
11984;20;73;4282;3866;30;5
11985;20;69;4067;3838;30;6
11986;20;71;4347;3763;30;2
11987;20;71;4303;3746;30;6
11988;20;73;4088;3719;30;3
11989;20;96;4045;3689;30;2
11990;20;79;4314;3667;30;4
11991;20;88;4233;3632;30;1
11992;20;90;4364;3629;30;2
11993;20;80;4023;3623;30;6
11994;20;97;4126;3620;30;6
11995;20;95;4302;3605;30;6
11996;20;75;4290;3577;30;3
11997;20;80;4176;3530;30;3
11998;20;82;4121;3492;30;1
11999;20;69;4330;3474;30;3
12000;20;77;4301;3401;30;1
12001;20;94;4091;3398;30;1
12002;20;96;4050;3382;30;3
12003;20;87;4255;3378;30;1
12004;20;77;4373;3345;30;5
12005;20;74;4051;3330;30;3
12006;20;76;4233;3279;30;1
12007;20;90;4300;3250;30;4
12008;20;89;4051;3205;30;2
12009;20;89;4247;3194;30;4
12010;20;84;4254;3174;30;1
12011;20;96;4198;3135;30;2
12012;20;84;4220;3113;30;1
12013;20;93;4036;3107;30;1
12014;20;81;4120;3084;30;5
12015;20;71;4087;3051;30;5
12016;20;79;4364;3037;30;4
12017;21;87;4318;6062;12;1
12018;21;80;4373;6003;12;1
12019;21;79;4056;5993;12;6
12020;21;69;4029;5985;12;6
12021;21;68;4087;5978;12;2
12022;21;79;4372;5932;12;5
12023;21;89;4141;5893;12;3
12024;21;91;4134;5881;12;4
12025;21;84;4307;5796;12;4
12026;21;86;4057;5787;12;3
12027;21;85;4260;5767;12;4
12028;21;74;4228;5726;12;2
12029;21;67;4376;5718;12;6
12030;21;73;4248;5688;12;1
12031;21;69;4059;5674;12;1
12032;21;71;4274;5656;12;4
12033;21;87;4023;5582;12;5
12034;21;82;4146;5580;12;4
12035;21;70;4336;5560;12;6
12036;21;83;4278;5536;12;2
12037;21;92;4332;5522;12;5
12038;21;90;4098;5515;12;1
12039;21;82;4025;5504;12;3
12040;21;80;4077;5485;12;3
12041;21;95;4106;5484;12;1
12042;21;70;4051;5435;12;4
12043;21;67;4142;5428;12;2
12044;21;83;4331;5409;12;4
12045;21;74;4185;5378;12;3
12046;21;91;4101;5372;12;2
12047;21;97;4174;5333;12;1
12048;21;94;4223;5331;12;2
12049;21;71;4075;5315;12;5
12050;21;77;4194;5246;12;2
12051;21;93;4057;5216;12;5
12052;21;69;4151;5213;12;3
12053;21;74;4101;5187;12;5
12054;21;75;4047;5170;12;6
12055;21;86;4024;5164;12;3
12056;21;79;4270;5126;12;5
12057;21;82;4155;5125;12;5
12058;21;75;4361;5092;12;4
12059;21;87;4237;5077;12;1
12060;21;92;4162;5047;12;5
12061;21;82;4346;4977;12;3
12062;21;71;4150;4959;12;5
12063;21;89;4145;4955;12;3
12064;21;68;4038;4953;12;5
12065;21;88;4032;4948;12;3
12066;21;82;4235;4911;12;5
12067;21;96;4326;4903;12;4
12068;21;83;4074;4887;12;1
12069;21;79;4380;4866;12;6
12070;21;82;4130;4850;12;3
12071;21;77;4289;4822;12;6
12072;21;77;4329;4767;12;5
12073;21;68;4290;4754;12;3
12074;21;71;4087;4753;12;3
12075;21;75;4207;4731;12;4
12076;21;89;4093;4718;12;4
12077;21;74;4235;4706;12;5
12078;21;80;4163;4644;12;4
12079;21;87;4308;4643;12;5
12080;21;71;4189;4642;12;3
12081;21;72;4027;4638;12;3
12082;21;83;4340;4617;12;6
12083;21;87;4037;4594;12;6
12084;21;79;4080;4591;12;1
12085;21;85;4347;4571;12;2
12086;21;75;4210;4531;12;1
12087;21;67;4098;4517;12;1
12088;21;96;4251;4500;12;3
12089;21;79;4358;4499;12;2
12090;21;69;4297;4428;12;3
12091;21;88;4112;4396;12;3
12092;21;95;4294;4324;12;6
12093;21;89;4116;4316;12;3
12094;21;87;4229;4289;12;2
12095;21;80;4181;4269;12;2
12096;21;80;4382;4250;12;2
12097;21;92;4126;4244;12;4
12098;21;91;4210;4236;12;5
12099;21;78;4141;4226;12;1
12100;21;79;4381;4192;12;4
12101;21;97;4027;4171;12;2
12102;21;79;4070;4154;12;5
12103;21;68;4167;4148;12;1
12104;21;78;4270;4081;12;4
12105;21;95;4266;4037;12;4
12106;21;72;4046;3985;12;2
12107;21;84;4206;3963;12;1
12108;21;80;4034;3930;12;1
12109;21;69;4210;3929;12;2
12110;21;79;4364;3928;12;6
12111;21;77;4151;3897;12;3
12112;21;82;4100;3887;12;5
12113;21;76;4137;3868;12;6
12114;21;92;4100;3768;12;1
12115;21;67;4270;3731;12;2
12116;21;77;4240;3721;12;4
12117;21;82;4274;3692;12;2
12118;21;72;4373;3691;12;6
12119;21;90;4126;3690;12;6
12120;21;69;4280;3686;12;6
12121;21;74;4147;3683;12;5
12122;21;84;4342;3681;12;3
12123;21;67;4144;3663;12;3
12124;21;67;4273;3640;12;6
12125;21;85;4213;3618;12;1
12126;21;80;4176;3530;12;2
12127;21;93;4292;3493;12;6
12128;21;88;4019;3450;12;5
12129;21;82;4286;3431;12;2
12130;21;67;4043;3388;12;5
12131;21;96;4101;3384;12;4
12132;21;96;4334;3383;12;2
12133;21;97;4297;3361;12;1
12134;21;72;4251;3358;12;3
12135;21;85;4109;3323;12;6
12136;21;71;4103;3313;12;5
12137;21;87;4237;3308;12;2
12138;21;95;4342;3201;12;3
12139;21;96;4055;3188;12;1
12140;21;85;4248;3177;12;1
12141;21;86;4078;3155;12;4
12142;21;81;4040;3149;12;5
12143;21;89;4299;3022;12;6
12144;22;70;4382;6117;8;3
12145;22;79;4185;6091;8;6
12146;22;74;4149;6053;8;4
12147;22;72;4069;6042;8;4
12148;22;69;4268;6025;8;2
12149;22;95;4067;6018;8;6
12150;22;97;4124;6002;8;1
12151;22;70;4190;6001;8;1
12152;22;86;4284;5971;8;3
12153;22;90;4291;5915;8;6
12154;22;67;4095;5911;8;1
12155;22;83;4137;5866;8;3
12156;22;68;4159;5842;8;2
12157;22;72;4169;5837;8;1
12158;22;77;4249;5785;8;3
12159;22;71;4294;5779;8;4
12160;22;97;4035;5763;8;5
12161;22;75;4058;5724;8;2
12162;22;75;4342;5711;8;3
12163;22;76;4051;5699;8;6
12164;22;86;4104;5690;8;4
12165;22;75;4309;5571;8;3
12166;22;77;4123;5569;8;5
12167;22;76;4050;5564;8;6
12168;22;87;4303;5544;8;5
12169;22;71;4027;5541;8;5
12170;22;92;4208;5519;8;3
12171;22;75;4240;5502;8;3
12172;22;86;4333;5396;8;4
12173;22;88;4345;5370;8;3
12174;22;89;4261;5349;8;2
12175;22;87;4096;5332;8;2
12176;22;95;4054;5317;8;4
12177;22;86;4195;5302;8;3
12178;22;90;4172;5288;8;1
12179;22;82;4089;5286;8;5
12180;22;74;4221;5285;8;6
12181;22;78;4067;5282;8;1
12182;22;84;4182;5251;8;4
12183;22;69;4220;5249;8;3
12184;22;72;4224;5248;8;1
12185;22;91;4212;5233;8;1
12186;22;71;4297;5232;8;1
12187;22;90;4367;5203;8;2
12188;22;86;4169;5180;8;4
12189;22;80;4378;5162;8;6
12190;22;75;4346;5148;8;6
12191;22;67;4139;5099;8;1
12192;22;82;4216;5071;8;3
12193;22;89;4100;5067;8;6
12194;22;75;4350;5062;8;2
12195;22;76;4082;5057;8;2
12196;22;76;4373;5023;8;1
12197;22;91;4096;5001;8;4
12198;22;69;4327;5000;8;2
12199;22;71;4150;4959;8;4
12200;22;89;4145;4955;8;2
12201;22;76;4073;4928;8;2
12202;22;87;4381;4913;8;1
12203;22;85;4256;4898;8;1
12204;22;96;4272;4851;8;3
12205;22;74;4193;4833;8;3
12206;22;80;4249;4800;8;4
12207;22;96;4343;4696;8;1
12208;22;84;4023;4683;8;4
12209;22;95;4280;4627;8;4
12210;22;71;4260;4610;8;5
12211;22;84;4336;4599;8;2
12212;22;85;4300;4521;8;1
12213;22;85;4192;4507;8;1
12214;22;75;4033;4498;8;2
12215;22;81;4160;4486;8;3
12216;22;70;4266;4480;8;5
12217;22;96;4379;4456;8;1
12218;22;76;4175;4441;8;2
12219;22;95;4133;4400;8;6
12220;22;82;4331;4362;8;1
12221;22;94;4339;4349;8;4
12222;22;81;4230;4347;8;2
12223;22;96;4221;4343;8;4
12224;22;76;4164;4336;8;5
12225;22;87;4035;4314;8;5
12226;22;79;4160;4279;8;2
12227;22;94;4279;4263;8;5
12228;22;85;4200;4206;8;2
12229;22;86;4230;4179;8;1
12230;22;83;4237;4130;8;3
12231;22;75;4361;4048;8;2
12232;22;77;4235;4045;8;3
12233;22;97;4326;4022;8;6
12234;22;70;4346;3934;8;5
12235;22;79;4364;3928;8;3
12236;22;76;4079;3864;8;6
12237;22;81;4321;3858;8;4
12238;22;94;4136;3846;8;4
12239;22;80;4182;3832;8;4
12240;22;73;4208;3805;8;6
12241;22;97;4089;3773;8;3
12242;22;92;4100;3768;8;6
12243;22;79;4361;3698;8;5
12244;22;69;4280;3686;8;6
12245;22;77;4298;3651;8;3
12246;22;85;4213;3618;8;5
12247;22;83;4313;3584;8;2
12248;22;79;4319;3545;8;4
12249;22;73;4210;3541;8;2
12250;22;86;4312;3499;8;1
12251;22;80;4065;3483;8;5
12252;22;73;4213;3457;8;5
12253;22;87;4190;3445;8;1
12254;22;87;4182;3425;8;2
12255;22;93;4339;3391;8;3
12256;22;76;4338;3360;8;3
12257;22;75;4214;3348;8;4
12258;22;67;4365;3291;8;4
12259;22;87;4094;3265;8;3
12260;22;79;4053;3259;8;4
12261;22;84;4176;3208;8;1
12262;22;75;4227;3206;8;6
12263;22;94;4191;3197;8;6
12264;22;74;4069;3171;8;6
12265;22;68;4106;3153;8;3
12266;22;73;4170;3139;8;6
12267;22;94;4115;3132;8;2
12268;22;93;4036;3107;8;3
11313;26;68;4290;4754;670;3
11314;26;76;4197;4709;670;6
11315;26;74;4235;4706;670;4
11316;26;77;4132;4660;670;4
11317;26;86;4270;4655;670;4
11318;26;68;4354;4654;670;3
11319;26;84;4380;4636;670;1
11320;26;71;4186;4619;670;3
11321;26;67;4187;4614;670;4
11322;26;97;4233;4554;670;4
11323;26;80;4218;4541;670;1
11324;26;67;4098;4517;670;6
11325;26;74;4333;4493;670;6
11326;26;89;4360;4476;670;1
11327;26;79;4066;4413;670;1
11328;26;86;4269;4377;670;2
11329;26;70;4201;4372;670;3
11330;26;87;4229;4289;670;4
11331;26;90;4331;4270;670;1
11332;26;96;4331;4258;670;6
11333;26;91;4129;4251;670;5
11334;26;69;4363;4204;670;1
11335;26;86;4230;4179;670;6
11336;26;85;4349;4172;670;5
11337;26;72;4216;4145;670;3
11338;26;71;4300;4118;670;6
11339;26;75;4047;4070;670;4
11340;26;75;4197;4062;670;3
11341;26;75;4372;4060;670;2
11342;26;95;4272;3990;670;1
11343;26;75;4378;3984;670;1
11344;26;82;4147;3966;670;5
11345;26;82;4357;3954;670;6
11346;26;90;4054;3946;670;4
11347;26;77;4151;3897;670;3
11348;26;96;4238;3890;670;1
11349;26;67;4115;3852;670;6
11350;26;79;4262;3826;670;1
11351;26;87;4234;3808;670;5
11352;26;97;4132;3802;670;5
11353;26;96;4117;3787;670;3
11354;26;90;4196;3782;670;1
11355;26;67;4109;3739;670;5
11356;26;70;4253;3734;670;5
11357;26;91;4249;3715;670;4
11358;26;80;4144;3710;670;3
11359;26;69;4280;3686;670;6
11360;26;88;4290;3684;670;1
11361;26;69;4310;3626;670;1
11362;26;69;4316;3562;670;5
11363;26;91;4019;3520;670;3
11364;26;93;4282;3512;670;5
11365;26;89;4287;3490;670;3
11366;26;86;4316;3465;670;3
11367;26;96;4142;3448;670;3
11368;26;70;4380;3429;670;3
11369;26;76;4205;3411;670;4
11370;26;77;4128;3395;670;5
11371;26;96;4334;3383;670;5
11372;26;68;4180;3367;670;2
11373;26;78;4076;3331;670;5
11374;26;88;4156;3319;670;4
11375;26;93;4170;3312;670;2
11376;26;90;4244;3303;670;3
11377;26;91;4336;3302;670;2
11378;26;75;4121;3292;670;6
11379;26;77;4351;3264;670;5
11380;26;75;4201;3257;670;4
11381;26;79;4152;3213;670;2
11382;26;75;4227;3206;670;5
11383;26;84;4202;3181;670;5
11384;26;75;4356;3158;670;6
11385;26;72;4259;3128;670;6
11386;26;77;4178;3115;670;2
11387;26;77;4129;3109;670;3
11388;26;89;4377;3104;670;2
11389;26;76;4175;3063;670;6
11390;26;83;4345;3032;670;6
11391;26;95;4170;3031;670;4
11392;27;80;4130;6064;720;2
11393;27;72;4219;6058;720;6
11394;27;92;4086;6032;720;6
11395;27;71;4072;6020;720;2
11396;27;74;4079;5982;720;1
11397;27;73;4314;5969;720;2
11398;27;69;4179;5948;720;5
11399;27;79;4089;5927;720;3
11400;27;78;4156;5924;720;4
11401;27;73;4361;5903;720;2
11402;27;77;4290;5886;720;6
11403;27;88;4035;5791;720;5
11404;27;71;4294;5779;720;3
11405;27;86;4366;5775;720;6
11406;27;82;4079;5773;720;2
11407;27;81;4148;5746;720;2
11408;27;90;4321;5739;720;3
11409;27;77;4336;5733;720;1
11410;27;97;4363;5705;720;3
11411;27;79;4113;5694;720;4
11412;27;82;4369;5664;720;4
11413;27;89;4170;5561;720;4
11414;27;79;4146;5529;720;1
11415;27;87;4155;5496;720;1
11416;27;69;4335;5487;720;5
11417;27;84;4189;5459;720;2
11418;27;74;4138;5453;720;2
11419;27;84;4340;5452;720;2
11420;27;80;4280;5442;720;5
11421;27;91;4227;5411;720;3
11422;27;77;4037;5408;720;1
11423;27;82;4095;5399;720;3
11424;27;86;4361;5397;720;3
11425;27;85;4138;5352;720;6
11426;27;76;4341;5326;720;5
11427;27;90;4170;5321;720;3
11428;27;85;4226;5320;720;5
11429;27;93;4291;5310;720;2
11430;27;74;4221;5285;720;2
11431;27;75;4086;5259;720;3
11432;27;84;4182;5251;720;2
11433;27;83;4254;5191;720;1
11434;27;94;4101;5175;720;5
11435;27;94;4081;5154;720;2
11436;27;74;4346;5152;720;1
11437;27;75;4361;5092;720;2
11438;27;77;4169;5074;720;3
11439;27;79;4152;5044;720;2
11440;27;69;4330;5016;720;2
11441;27;74;4352;4993;720;3
11442;27;71;4199;4947;720;3
11443;27;91;4144;4917;720;6
11444;27;79;4376;4859;720;3
11445;27;87;4316;4857;720;1
11446;27;68;4112;4828;720;3
11447;27;93;4268;4813;720;2
11448;27;67;4056;4810;720;3
11449;27;76;4101;4794;720;5
11450;27;84;4191;4761;720;5
11451;27;92;4037;4751;720;3
11452;27;93;4080;4742;720;1
11453;27;97;4023;4736;720;2
11454;27;86;4270;4655;720;2
11455;27;86;4227;4645;720;1
11456;27;79;4311;4634;720;4
11457;27;82;4134;4629;720;6
11458;27;75;4056;4603;720;1
11459;27;73;4279;4585;720;5
11460;27;70;4047;4562;720;1
11461;27;81;4043;4481;720;6
11462;27;79;4268;4450;720;4
11463;27;85;4019;4406;720;3
11464;27;79;4319;4402;720;5
11465;27;86;4186;4401;720;5
11466;27;96;4295;4389;720;1
11467;27;86;4038;4385;720;1
11468;27;72;4055;4383;720;2
11469;27;86;4173;4338;720;5
11470;27;96;4305;4321;720;3
11471;27;70;4274;4302;720;2
11472;27;70;4152;4259;720;1
11473;27;67;4027;4201;720;2
11474;27;86;4230;4179;720;4
11475;27;75;4206;4162;720;6
11476;27;81;4078;4127;720;6
11477;27;94;4320;4098;720;1
11478;27;71;4206;4090;720;4
11479;27;88;4067;4086;720;1
11480;27;83;4106;4046;720;3
11481;27;82;4292;4033;720;4
11482;27;87;4061;4019;720;2
11483;27;67;4337;3848;720;3
11484;27;78;4141;3842;720;2
11485;27;87;4234;3808;720;2
11486;27;73;4208;3805;720;6
11487;27;91;4200;3790;720;1
11488;27;78;4297;3780;720;1
11489;27;78;4093;3775;720;6
11490;27;92;4100;3768;720;6
11491;27;87;4209;3767;720;5
11492;27;74;4360;3757;720;4
11493;27;67;4270;3731;720;4
11494;27;95;4148;3722;720;4
11495;27;95;4067;3688;720;5
11496;27;67;4273;3640;720;5
11497;27;79;4142;3638;720;2
11498;27;72;4095;3634;720;1
11499;27;82;4380;3633;720;4
11500;27;87;4136;3621;720;5
11501;27;75;4227;3595;720;1
11502;27;75;4259;3588;720;3
11503;27;85;4183;3538;720;1
11504;27;67;4374;3497;720;4
11505;27;69;4237;3496;720;4
11506;27;80;4065;3483;720;2
11507;27;70;4244;3430;720;4
11508;27;71;4162;3413;720;5
11509;27;76;4205;3411;720;3
11510;27;78;4276;3406;720;5
11511;27;72;4343;3370;720;5
11512;27;91;4027;3328;720;2
11513;27;83;4361;3320;720;3
11514;27;80;4093;3307;720;4
